confs/repo/confs.cisco-ios/conf_0;int_ipredirects_notset.cisco-ios.gawk;interface <ip redirects> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;int_ipunreachables_notset.cisco-ios.gawk;interface <ip unreachables> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;int_proxyarp_notset.cisco-ios.gawk;interface <ip proxy-arp> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;ipsec_oldercryptoalg_notset.cisco-ios.gawk;<older crypto algorithm> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;lineaux_aclin_set.cisco-ios.gawk;line aux 0 : acl in missing;85;high;error
confs/repo/confs.cisco-ios/conf_0;lineaux_aclout_set.cisco-ios.gawk;line aux 0 : acl out missing;85;high;error
confs/repo/confs.cisco-ios/conf_0;lineaux_exectimeout00_notset.cisco-ios.gawk;line aux 0 : <exec-timeout 0 0> is set;85;high;error
confs/repo/confs.cisco-ios/conf_0;lineaux_noexec_set.cisco-ios.gawk;line aux <no exec> is set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;linevty_aclin_set.cisco-ios.gawk;line vty 0 3 : acl in missing;90;high;error
confs/repo/confs.cisco-ios/conf_0;linevty_aclout_set.cisco-ios.gawk;line vty 0 3 : acl out missing;90;high;error
confs/repo/confs.cisco-ios/conf_0;linevty_aclout_set.cisco-ios.gawk;line vty 4 8 : acl out missing;94;high;error
confs/repo/confs.cisco-ios/conf_0;linevty_exectimeout00_notset.cisco-ios.gawk;line vty 0 3 : <exec-timeout 0 0> is set;90;high;error
confs/repo/confs.cisco-ios/conf_0;linevty_exectimeout00_notset.cisco-ios.gawk;line vty 4 8 : <exec-timeout 0 0> is set;94;high;error
confs/repo/confs.cisco-ios/conf_0;ntp_accessgroup_set.cisco-ios.gawk;ntp access-group cawk_ntp_bad;17;high;pass
confs/repo/confs.cisco-ios/conf_0;ntp_ip_set.cisco-ios.gawk;ntp server 10.0.0.0;16;high;pass
confs/repo/confs.cisco-ios/conf_0;routing_defref_set.cisco-ios.gawk;FILTERTHIS : def not ref :ip prefix-list FILTERTHIS seq 10 permit 0.0.0.0/0 le 32;0;info;error
confs/repo/confs.cisco-ios/conf_0;routing_defref_set.cisco-ios.gawk;ldp_filter : ref not def :resequence prefix-list ipv4 ldp_filter 30 10;0;high;error
confs/repo/confs.cisco-ios/conf_0;routing_defref_set.cisco-ios.gawk;tag-filter : def not ref :route-map tag-filter permit 20;0;info;error
confs/repo/confs.cisco-ios/conf_0;routing_defref_set.cisco-ios.gawk;tag-filter-in : ref not def : distribute-list route-map tag-filter-in in;0;high;error
confs/repo/confs.cisco-ios/conf_0;snmp_v1v2forbidcommunity_notset.cisco-ios.gawk;snmp-server community private RW;72;high;error
confs/repo/confs.cisco-ios/conf_0;snmp_v1v2_notset.cisco-ios.gawk;snmp-server community cawk RO;71;high;error
confs/repo/confs.cisco-ios/conf_0;snmp_v1v2rw_notset.cisco-ios.gawk;snmp-server community private RW;72;high;error
confs/repo/confs.cisco-ios/conf_0;snmp_v3groupdefref_set.cisco-ios.gawk;MON_GROUP : def not ref :snmp-server group MON_GROUP v3 priv;0;info;error
confs/repo/confs.cisco-ios/conf_0;snmp_v3groupdefref_set.cisco-ios.gawk;MON_GROUPE : ref not def :snmp-server user MON_UTILISATEUR MON_GROUPE v3 auth sha MON_MOTDEPASSE_PRIV priv aes 128 MON_MOTDEPASSE_CRYPTE;0;high;error
confs/repo/confs.cisco-ios/conf_0;snmp_v3group_set.cisco-ios.gawk;snmp-server group MON_GROUP v3 priv;79;high;pass
confs/repo/confs.cisco-ios/conf_0;snmp_v3host_set.cisco-ios.gawk;snmp-server host 192.168.1.100 version 3 priv MON_UTILISATEUR;81;high;pass
confs/repo/confs.cisco-ios/conf_0;snmp_v3noauthnopriv_notset.cisco-ios.gawk;no snmp v3 group with noauth is set;0;high;pass
confs/repo/confs.cisco-ios/conf_0;snmp_v3user_set.cisco-ios.gawk;snmp-server user MON_UTILISATEUR MON_GROUPE v3 auth sha MON_MOTDEPASSE_PRIV priv aes 128 MON_MOTDEPASSE_CRYPTE;80;high;pass
confs/repo/confs.cisco-ios/conf_0;snmp_viewdefref_set.cisco-ios.gawk;unknown1 : def not ref :snmp-server view unknown1 1.1.1;0;info;error
confs/repo/confs.cisco-ios/conf_0;snmp_viewdefref_set.cisco-ios.gawk;unknown : ref not def :snmp-server community cawk view unknown RO;0;high;error
confs/repo/confs.cisco-ios/conf_0;ssh_setup_set.cisco-ios.gawk;<ssh server> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_0;ssh_versionv1_notset.cisco-ios.gawk;<ssh version 1> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;aaa_config_set.cisco-ios.gawk;<aaa accounting> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;aaa_config_set.cisco-ios.gawk;<aaa authentication> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;aaa_config_set.cisco-ios.gawk;<aaa authorization> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;aaa_config_set.cisco-ios.gawk;<aaa config> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;aaa_config_set.cisco-ios.gawk;<(tacacs|radius) server> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;aaa_user_notset.cisco-ios.gawk;aaa forbidden users are not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk; == access-list 11 rule_line_50 < 10 permit 10.0.0.0 0.0.0.255> == action(permit) inoutgress(none) int(none) family(all) src(10.0.0.0/255.255.255.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == access-list 11 rule_line_51 < 20 deny any> == action(deny) inoutgress(none) int(none) family(all) src(any/any) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == inconsistent rules;52;info;error
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk;access-list 12 has no redundant/inconsistent rules;57;info;pass
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk; == access-list 1 rule_line_58 <access-list 1 permit 10.127.1.0 0.0.0.255> == action(permit) inoutgress(none) int(none) family(all) src(10.127.1.0/255.255.255.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == access-list 1 rule_line_60 <access-list 1 deny 10.0.0.0 0.128.255.255> == action(deny) inoutgress(none) int(none) family(all) src(10.0.0.0/255.127.0.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == inconsistent rules;61;info;error
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk; == access-list 1 rule_line_59 <access-list 1 deny 10.0.0.0 0.63.255.255> == action(deny) inoutgress(none) int(none) family(all) src(10.0.0.0/255.192.0.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == access-list 1 rule_line_60 <access-list 1 deny 10.0.0.0 0.128.255.255> == action(deny) inoutgress(none) int(none) family(all) src(10.0.0.0/255.127.0.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == redundant rules;61;info;error
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk; == access-list 2 rule_line_61 <access-list 2 deny 10.0.0.0 0.63.255.255> == action(deny) inoutgress(none) int(none) family(all) src(10.0.0.0/255.192.0.0) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == access-list 2 rule_line_62 <access-list 2 deny any> == action(deny) inoutgress(none) int(none) family(all) src(any/any) src_port(0/0) dst(0/0) dst_port(0/0) protocol(none) == redundant rules;63;info;error
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk;access-list 97 has no redundant/inconsistent rules;69;info;pass
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk;access-list 98 has no redundant/inconsistent rules;70;info;pass
confs/repo/confs.cisco-ios/conf_1;acl_configconsistency_set.cisco-ios.gawk; == access-list BLOCK_VIRUS rule_line_65 < deny   77 any any> == action(deny) inoutgress(none) int(none) family(all) src(any/any) src_port(0/0) dst(any/any) dst_port(0/0) protocol(77) == access-list BLOCK_VIRUS rule_line_66 < permit ip any any> == action(permit) inoutgress(none) int(none) family(all) src(any/any) src_port(0/0) dst(any/any) dst_port(0/0) protocol(none) == inconsistent rules;67;info;error
confs/repo/confs.cisco-ios/conf_1;acl_defref_set.cisco-ios.gawk;11 : def not ref :ip access-list standard 11;0;info;error
confs/repo/confs.cisco-ios/conf_1;acl_defref_set.cisco-ios.gawk;12 : def not ref :ip access-list standard 12;0;info;error
confs/repo/confs.cisco-ios/conf_1;acl_defref_set.cisco-ios.gawk;1 : def not ref :access-list 1 deny 10.0.0.0 0.128.255.255;0;info;error
confs/repo/confs.cisco-ios/conf_1;acl_defref_set.cisco-ios.gawk;2 : def not ref :access-list 2 deny any;0;info;error
confs/repo/confs.cisco-ios/conf_1;CVEyyy_xxx_psirt.cisco-ios.gawk;skipped configuration because not found in database/psirt_scopes/psirt_os_inventory_scope.txt;0;low;psirt
confs/repo/confs.cisco-ios/conf_1;global_banner_set.cisco-ios.gawk;<banner login/exec/motd> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;global_enablepassword_notset.cisco-ios.gawk;<enable password> is not configured;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_http_notset.cisco-ios.gawk;http statement is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_logging_set.cisco-ios.gawk;<logging host> is not configured;0;medium;error
confs/repo/confs.cisco-ios/conf_1;global_nocdprun_set.cisco-ios.gawk;<no cdp run> is set by default;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_noipbootpserver_set.cisco-ios.gawk;<no ip bootp server> is set by default;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_noipfinger_set.cisco-ios.gawk;<no ip finger> is set by default;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_noipsourceroute_set.cisco-ios.gawk;<no ip source-route> is set by default;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_rcmd_notset.cisco-ios.gawk;rcmd statement is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;global_servicepassword_set.cisco-ios.gawk;service password-encryption;5;high;pass
confs/repo/confs.cisco-ios/conf_1;global_timestamps_set.cisco-ios.gawk;service timestamps log datetime msec;4;medium;pass
confs/repo/confs.cisco-ios/conf_1;int_cdpenable_notset.cisco-ios.gawk;interface <cdp enable> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;int_directedbroadcast_notset.cisco-ios.gawk;interface FastEthernet0 <ip directed-broadcast> is set;13;high;error
confs/repo/confs.cisco-ios/conf_1;int_ipredirects_notset.cisco-ios.gawk;interface <ip redirects> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;int_ipunreachables_notset.cisco-ios.gawk;interface <ip unreachables> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;int_proxyarp_notset.cisco-ios.gawk;interface FastEthernet0 <ip proxy-arp> is set;13;high;error
confs/repo/confs.cisco-ios/conf_1;ipsec_oldercryptoalg_notset.cisco-ios.gawk;<older crypto algorithm> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;lineaux_aclin_set.cisco-ios.gawk;line aux acls in are set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;lineaux_aclout_set.cisco-ios.gawk;line aux acls out are set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;lineaux_exectimeout00_notset.cisco-ios.gawk;line aux <exec-timeout 0 0> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;lineaux_noexec_set.cisco-ios.gawk;line aux 0 <no exec> is missing;73;high;error
confs/repo/confs.cisco-ios/conf_1;linevty_aclin_set.cisco-ios.gawk;line vty acls in are set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;linevty_aclout_set.cisco-ios.gawk;line vty acls out are set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;linevty_exectimeout00_notset.cisco-ios.gawk;line vty <exec-timeout 0 0> is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;ntp_accessgroup_set.cisco-ios.gawk;<ntp access-group> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;ntp_ip_set.cisco-ios.gawk;<ntp server> is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;routing_defref_set.cisco-ios.gawk;all routings defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v1v2forbidcommunity_notset.cisco-ios.gawk;snmp v1v2 forbidden communities are not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v1v2_notset.cisco-ios.gawk;snmp v1v2 is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v1v2rw_notset.cisco-ios.gawk;snmp v1v2 rw is not set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v3groupdefref_set.cisco-ios.gawk;all snmp v3 groups defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v3group_set.cisco-ios.gawk;no snmp v3 group with priv level is set;0;high;error
confs/repo/confs.cisco-ios/conf_1;snmp_v3host_set.cisco-ios.gawk;snmp v3 host is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;snmp_v3noauthnopriv_notset.cisco-ios.gawk;no snmp v3 group with noauth is set;0;high;pass
confs/repo/confs.cisco-ios/conf_1;snmp_v3user_set.cisco-ios.gawk;snmp v3 user is not set;0;high;error
confs/repo/confs.cisco-ios/conf_1;snmp_viewdefref_set.cisco-ios.gawk;all snmps defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-ios/conf_1;ssh_setup_set.cisco-ios.gawk;ip ssh version v2;7;high;pass
confs/repo/confs.cisco-ios/conf_1;ssh_versionv1_notset.cisco-ios.gawk;<ssh version 1> is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa accounting commands default start-stop group tacacs+;48;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa accounting exec default start-stop group tacacs+;47;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa authentication login console local;44;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa authentication login default group tacacs+ local;43;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa authorization commands default group tacacs+ local;46;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;aaa authorization exec default group tacacs+ local;45;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;tacacs-server host 10.1.1.150 key 7 095E4F071D;50;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_config_set.cisco-xr.gawk;tacacs-server timeout 10;51;high;pass
confs/repo/confs.cisco-xr/conf_0;aaa_user_notset.cisco-xr.gawk;aaa forbidden users are not set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;acl_configconsistency_set.cisco-xr.gawk;no <ip access-list standard> found;58;info;pass
confs/repo/confs.cisco-xr/conf_0;acl_defref_set.cisco-xr.gawk;all acls defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-xr/conf_0;CVEyyy_xxx_psirt.cisco-xr.gawk;not vulnerable to this psirt (line and block not matched);58;info;psirt
confs/repo/confs.cisco-xr/conf_0;global_banner_set.cisco-xr.gawk;<banner login/exec/motd> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_0;global_http_notset.cisco-xr.gawk;http statement is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;global_logging_set.cisco-xr.gawk;logging host 10.1.1.200;41;medium;pass
confs/repo/confs.cisco-xr/conf_0;global_timestamps_set.cisco-xr.gawk;<service timestamps log datetime> is not set;0;medium;error
confs/repo/confs.cisco-xr/conf_0;ipsec_oldercryptoalg_notset.cisco-xr.gawk;ntp authentication-key 1 md5 encrypted A95A4F071D;25;high;error
confs/repo/confs.cisco-xr/conf_0;line_aclin_set.cisco-xr.gawk;line default : acl in missing;32;high;error
confs/repo/confs.cisco-xr/conf_0;line_aclout_set.cisco-xr.gawk;line default : acl out missing;32;high;error
confs/repo/confs.cisco-xr/conf_0;line_exectimeout00_notset.cisco-xr.gawk;line vty <exec-timeout 0 0> is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;line_sshinput_set.cisco-xr.gawk;line vty transport input (none|ssh) are set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;line_sshoutput_set.cisco-xr.gawk;line default : transport output (none|ssh) is missing;32;high;error
confs/repo/confs.cisco-xr/conf_0;ntp_accessgroup_set.cisco-xr.gawk;<ntp server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_0;ntp_ip_set.cisco-xr.gawk;<ntp server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_0;routing_defref_set.cisco-xr.gawk;all routings defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-xr/conf_0;snmp_v1v2forbidcommunity_notset.cisco-xr.gawk;snmp-server community public RO;16;high;error
confs/repo/confs.cisco-xr/conf_0;snmp_v1v2_notset.cisco-xr.gawk;snmp-server community public RO;16;high;error
confs/repo/confs.cisco-xr/conf_0;snmp_v1v2rw_notset.cisco-xr.gawk;snmp-server community private RW;17;high;error
confs/repo/confs.cisco-xr/conf_0;snmp_v3group_set.cisco-xr.gawk;no snmp v3 group with priv level is set;0;high;error
confs/repo/confs.cisco-xr/conf_0;snmp_v3noauthnopriv_notset.cisco-xr.gawk;no snmp v3 group with noauth is set;0;high;pass
confs/repo/confs.cisco-xr/conf_0;snmp_viewdefref_set.cisco-xr.gawk;all-view : def not ref :snmp-server view all-view 1.3 included;0;low;error
confs/repo/confs.cisco-xr/conf_0;ssh_setup_set.cisco-xr.gawk;<ssh server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_0;ssh_versionv1_notset.cisco-xr.gawk;<ssh version 1> is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa accounting commands default start-stop group tacacs+;47;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa accounting exec default start-stop group tacacs+;46;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa authentication login console local;43;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa authentication login default group tacacs+ local;42;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa authorization commands default group tacacs+ local;45;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;aaa authorization exec default group tacacs+ local;44;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;tacacs-server host 10.1.1.150 key 7 095E4F071D;49;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_config_set.cisco-xr.gawk;tacacs-server timeout 10;50;high;pass
confs/repo/confs.cisco-xr/conf_1;aaa_user_notset.cisco-xr.gawk;aaa forbidden users are not set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;acl_configconsistency_set.cisco-xr.gawk;no <ip access-list standard> found;57;info;pass
confs/repo/confs.cisco-xr/conf_1;acl_defref_set.cisco-xr.gawk;all acls defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-xr/conf_1;CVEyyy_xxx_psirt.cisco-xr.gawk;skipped configuration because not found in database/psirt_scopes/psirt_os_inventory_scope.txt;0;low;psirt
confs/repo/confs.cisco-xr/conf_1;global_banner_set.cisco-xr.gawk;<banner login/exec/motd> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_1;global_http_notset.cisco-xr.gawk;http statement is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;global_logging_set.cisco-xr.gawk;logging host 10.1.1.200;40;medium;pass
confs/repo/confs.cisco-xr/conf_1;global_timestamps_set.cisco-xr.gawk;<service timestamps log datetime> is not set;0;medium;error
confs/repo/confs.cisco-xr/conf_1;ipsec_oldercryptoalg_notset.cisco-xr.gawk;ntp authentication-key 1 md5 encrypted 095E4F071D;24;high;error
confs/repo/confs.cisco-xr/conf_1;line_aclin_set.cisco-xr.gawk;line default : acl in missing;31;high;error
confs/repo/confs.cisco-xr/conf_1;line_aclout_set.cisco-xr.gawk;line default : acl out missing;31;high;error
confs/repo/confs.cisco-xr/conf_1;line_exectimeout00_notset.cisco-xr.gawk;line vty <exec-timeout 0 0> is not set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;line_sshinput_set.cisco-xr.gawk;line vty transport input (none|ssh) are set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;line_sshoutput_set.cisco-xr.gawk;line default : transport output (none|ssh) is missing;31;high;error
confs/repo/confs.cisco-xr/conf_1;ntp_accessgroup_set.cisco-xr.gawk;<ntp server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_1;ntp_ip_set.cisco-xr.gawk;<ntp server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_1;routing_defref_set.cisco-xr.gawk;all routings defs are refs and the reverse;0;high;pass
confs/repo/confs.cisco-xr/conf_1;snmp_v1v2forbidcommunity_notset.cisco-xr.gawk;snmp-server community public RO;15;high;error
confs/repo/confs.cisco-xr/conf_1;snmp_v1v2_notset.cisco-xr.gawk;snmp-server community public RO;15;high;error
confs/repo/confs.cisco-xr/conf_1;snmp_v1v2rw_notset.cisco-xr.gawk;snmp-server community private RW;16;high;error
confs/repo/confs.cisco-xr/conf_1;snmp_v3group_set.cisco-xr.gawk;no snmp v3 group with priv level is set;0;high;error
confs/repo/confs.cisco-xr/conf_1;snmp_v3noauthnopriv_notset.cisco-xr.gawk;no snmp v3 group with noauth is set;0;high;pass
confs/repo/confs.cisco-xr/conf_1;snmp_viewdefref_set.cisco-xr.gawk;all-view : def not ref :snmp-server view all-view 1.3 included;0;low;error
confs/repo/confs.cisco-xr/conf_1;ssh_setup_set.cisco-xr.gawk;<ssh server> is not set;0;high;error
confs/repo/confs.cisco-xr/conf_1;ssh_versionv1_notset.cisco-xr.gawk;<ssh version 1> is not set;0;high;pass
confs/repo/confs.juniper-junos/conf_0;aaa_config_set.juniper-junos.gawk;radius-server {;63;high;pass
confs/repo/confs.juniper-junos/conf_0;aaa_rightorder_set.juniper-junos.gawk;auth-order [ radius password ];62;high;pass
confs/repo/confs.juniper-junos/conf_0;aaa_user_notset.juniper-junos.gawk;user MonUtilisateur {;54;high;error
confs/repo/confs.juniper-junos/conf_0;filter_defref_set.juniper-junos.gawk;strust-to-trust : filter ref but not def :input strust-to-trust;0;high;error
confs/repo/confs.juniper-junos/conf_0;filter_defref_set.juniper-junos.gawk;trust-to-trust : filter def but not ref :filter trust-to-trust ;0;info;error
confs/repo/confs.juniper-junos/conf_0;filter_defref_set.juniper-junos.gawk;trust-to-trusts : filter ref but not def :output trust-to-trusts;0;high;error
confs/repo/confs.juniper-junos/conf_0;filter_defref_set.juniper-junos.gawk;trust-to-untrust : filter def but not ref :filter trust-to-untrust ;0;info;error
confs/repo/confs.juniper-junos/conf_0;firewall_enable_set.juniper-junos.gawk;firewall {;74;high;pass
confs/repo/confs.juniper-junos/conf_0;int_directedbroadcast_notset.juniper-junos.gawk;interface <directed-broadcast> is not set;0;high;pass
